id,saledate,vehicletype,manufacturer,price,saletype,color,mileage,financingtype,customerarea
1404,2022-12-01,Rogue,Nissan,27603,new,Gray,0,Loan,Chinatown
1405,2023-01-15,RAV4,Toyota,28836,used,Gray,14065,Loan,Astoria
1406,2020-02-23,Altima,Nissan,29507,used,Silver,15908,Cash,Bronx
1407,2022-06-05,Jetta,Volkswagen,26240,used,Black,63113,Cash,Manhattan
1408,2022-01-16,Sentra,Nissan,28577,used,Silver,46473,Loan,Flushing
1409,2020-06-25,Sonata,Hyundai,22657,used,White,61209,Lease,TimesSquare
1410,2023-08-11,RAV4,Toyota,26983,used,Black,64913,Cash,Chinatown
1411,2021-05-25,Corolla,Toyota,23083,new,White,0,Lease,Queens
1412,2019-03-15,Civic,Honda,20036,used,Black,18930,Cash,Brooklyn
1413,2021-03-12,Camry,Toyota,28564,used,Silver,68746,Loan,Tribeca
1414,2022-09-18,Focus,Ford,28118,new,Black,0,Loan,Financial
1415,2019-05-29,Corolla,Toyota,19027,used,Black,20117,Cash,TimesSquare
1416,2022-09-06,Fusion,Ford,23660,new,Silver,0,Cash,Downtown
1417,2023-11-23,Mazda3,Mazda,26272,new,Blue,0,Lease,Chinatown
1418,2020-02-08,Sonata,Hyundai,24667,used,Red,47779,Lease,Queens
1419,2019-05-06,Sentra,Nissan,27452,new,Silver,0,Lease,Tribeca
1420,2019-11-14,Fusion,Ford,25354,used,Black,25932,Lease,UpperWest
1421,2021-12-11,Escape,Ford,19440,new,Gray,0,Lease,SoHo
1422,2022-07-24,Focus,Ford,31291,new,Gray,0,Cash,Tribeca
1423,2019-05-11,Impala,Chevrolet,20737,used,Gray,67107,Lease,Downtown
1424,2022-02-18,Equinox,Chevrolet,22941,new,Blue,0,Cash,SoHo
1425,2021-10-30,Sentra,Nissan,27067,used,White,40168,Lease,Manhattan
1426,2021-11-29,Sentra,Nissan,17072,used,Silver,79018,Loan,Tribeca
1427,2019-09-08,Forte,Kia,22049,used,Silver,30097,Loan,Queens
1428,2020-03-25,Rogue,Nissan,16908,used,Gray,70592,Lease,Downtown
1429,2019-11-25,Tucson,Hyundai,26080,new,Silver,0,Lease,Bronx
1430,2020-04-17,Tiguan,Volkswagen,18588,new,Silver,0,Lease,Chinatown
1431,2023-02-08,Rogue,Nissan,32055,new,Red,0,Cash,TimesSquare
1432,2023-01-23,Camry,Toyota,25042,new,Black,0,Lease,SoHo
1433,2020-04-18,Elantra,Hyundai,26475,new,Red,0,Loan,UpperWest
1434,2019-05-16,Sportage,Kia,21398,used,Black,78231,Loan,Chinatown
1435,2020-08-31,Outback,Subaru,30623,new,Red,0,Loan,Astoria
1436,2020-04-15,Focus,Ford,26746,new,Silver,0,Loan,Flushing
1437,2023-10-04,Corolla,Toyota,30686,new,Silver,0,Loan,UpperEast
1438,2022-02-28,Camry,Toyota,16046,used,Silver,16745,Lease,Financial
1439,2019-01-25,Tucson,Hyundai,21215,used,Silver,79322,Loan,Tribeca
1440,2020-08-06,Camry,Toyota,31550,new,Blue,0,Lease,LittleItaly
1441,2023-06-23,Camry,Toyota,18551,new,White,0,Lease,Chinatown
1442,2023-03-01,Corolla,Toyota,19758,used,Gray,43804,Loan,Bronx
1443,2020-10-26,CRV,Honda,20632,used,Black,56691,Loan,Manhattan
1444,2020-12-07,Fusion,Ford,25944,new,White,0,Cash,LittleItaly
1445,2020-08-29,Passat,Volkswagen,28175,used,Gray,48311,Loan,StatenIsland
1446,2023-02-21,Passat,Volkswagen,29401,used,Silver,18525,Lease,StatenIsland
1447,2023-08-14,Passat,Volkswagen,22003,new,White,0,Cash,SoHo
1448,2020-07-20,Forte,Kia,27810,new,Silver,0,Loan,StatenIsland
1449,2022-05-29,Malibu,Chevrolet,28329,new,Blue,0,Loan,Financial
1450,2022-12-13,RAV4,Toyota,24190,used,Black,52327,Cash,Brooklyn
1451,2019-12-14,Equinox,Chevrolet,23910,new,Black,0,Loan,Astoria
1452,2023-06-12,Sentra,Nissan,20715,new,Silver,0,Cash,Manhattan
1453,2021-01-09,Tucson,Hyundai,27330,used,Blue,59207,Cash,Chinatown
1454,2023-07-31,Legacy,Subaru,25918,used,White,64527,Loan,LittleItaly
1455,2022-10-17,Malibu,Chevrolet,24612,used,Black,79333,Loan,UpperEast
1456,2023-08-24,Rogue,Nissan,21106,used,Blue,27951,Lease,Chinatown
1457,2022-07-28,Escape,Ford,27813,new,Black,0,Loan,SoHo
1458,2019-09-09,Malibu,Chevrolet,25048,new,Silver,0,Lease,Chinatown
1459,2019-11-07,Focus,Ford,19467,new,Blue,0,Lease,Astoria
1460,2023-01-01,Accord,Honda,26145,used,Silver,77567,Loan,Astoria
1461,2019-06-06,Impala,Chevrolet,22880,used,Silver,20669,Cash,Bronx
1462,2023-01-19,Impreza,Subaru,18155,new,White,0,Loan,Chinatown
1463,2022-08-02,Impala,Chevrolet,18514,new,Blue,0,Loan,Brooklyn
1464,2019-10-26,Rogue,Nissan,21334,used,White,37582,Lease,Downtown
1465,2019-06-06,Sportage,Kia,20135,new,Gray,0,Lease,LittleItaly
1466,2022-04-11,Escape,Ford,21266,used,Gray,34658,Lease,Brooklyn
1467,2021-12-22,Rogue,Nissan,23719,new,White,0,Loan,Tribeca
1468,2020-12-25,Outback,Subaru,26278,new,Red,0,Cash,Manhattan
1469,2022-10-01,Camry,Toyota,21953,new,Black,0,Loan,UpperEast
1470,2020-02-22,Escape,Ford,19071,new,White,0,Loan,Flushing
1471,2019-06-25,Fusion,Ford,27735,used,Blue,39359,Cash,Midtown
1472,2023-10-15,Optima,Kia,30924,new,Gray,0,Loan,Brooklyn
1473,2019-04-30,Camry,Toyota,23842,used,Gray,14792,Cash,UpperEast
1474,2020-05-28,Accord,Honda,22301,used,Blue,67032,Cash,Financial
1475,2020-10-29,Forte,Kia,17703,used,White,24156,Cash,Queens
1476,2021-08-20,Corolla,Toyota,19291,used,Red,10031,Cash,Chinatown
1477,2020-08-31,Sentra,Nissan,22901,used,Blue,24462,Cash,Midtown
1478,2022-09-19,CX-5,Mazda,26720,new,White,0,Cash,Downtown
1479,2019-03-22,Forte,Kia,28960,used,Blue,23328,Cash,Williamsburg
1480,2023-04-06,Altima,Nissan,15685,used,White,59579,Loan,Manhattan
1481,2023-09-09,Mazda6,Mazda,25759,new,Red,0,Cash,Tribeca
1482,2020-12-29,Elantra,Hyundai,19088,new,Black,0,Lease,Bronx
1483,2021-11-21,Rogue,Nissan,19099,used,Blue,33471,Cash,Chelsea
1484,2020-10-23,Camry,Toyota,26619,new,Blue,0,Cash,Bronx
1485,2020-10-14,Impreza,Subaru,29926,new,Silver,0,Lease,Chelsea
1486,2019-09-06,Tiguan,Volkswagen,22798,new,Red,0,Loan,Downtown
1487,2021-06-25,Rogue,Nissan,19540,new,Blue,0,Loan,Brooklyn
1488,2022-06-26,Outback,Subaru,16960,used,White,51008,Lease,TimesSquare
1489,2020-05-20,Forte,Kia,32233,new,Red,0,Lease,Queens
1490,2022-04-12,Civic,Honda,34286,new,White,0,Lease,Chinatown
1491,2023-01-26,Sentra,Nissan,29735,used,Silver,29577,Lease,Tribeca
1492,2023-09-27,Accord,Honda,19233,new,Gray,0,Lease,SoHo
1493,2021-03-06,Civic,Honda,32605,new,Blue,0,Cash,Chinatown
1494,2020-05-10,RAV4,Toyota,15730,used,Red,27494,Cash,UpperEast
1495,2022-10-29,Tucson,Hyundai,20444,new,Red,0,Cash,Queens
1496,2021-12-01,RAV4,Toyota,22443,new,Red,0,Loan,Chelsea
1497,2021-12-10,Mazda6,Mazda,23061,new,Blue,0,Lease,TimesSquare
1498,2019-05-21,Equinox,Chevrolet,20089,new,Silver,0,Loan,Downtown
1499,2019-08-21,CRV,Honda,25203,new,White,0,Loan,Downtown
1500,2021-11-26,Tiguan,Volkswagen,22691,new,White,0,Lease,UpperEast
1501,2023-08-08,CX-5,Mazda,15569,used,Red,46635,Loan,UpperWest
1502,2019-03-11,Tiguan,Volkswagen,23600,new,Red,0,Lease,Flushing
1503,2020-09-11,Optima,Kia,27329,new,Blue,0,Loan,Chinatown
1504,2020-07-03,Legacy,Subaru,29480,used,Red,18398,Cash,Chinatown
1505,2021-04-23,Camry,Toyota,31956,new,Red,0,Cash,Tribeca
1506,2020-12-25,Escape,Ford,19127,used,Silver,36687,Cash,Queens
1507,2023-01-30,Altima,Nissan,19834,new,Black,0,Lease,UpperEast
1508,2022-03-27,Tiguan,Volkswagen,31975,new,Silver,0,Cash,Bronx
1509,2021-05-27,Altima,Nissan,22233,used,Black,18979,Lease,Bronx
1510,2020-09-25,Impala,Chevrolet,25916,new,Red,0,Cash,Harlem
1511,2020-02-19,Malibu,Chevrolet,28373,new,Gray,0,Loan,StatenIsland
1512,2019-12-19,CX-5,Mazda,23396,used,Black,58462,Cash,StatenIsland
1513,2023-10-27,Jetta,Volkswagen,33291,new,White,0,Lease,UpperWest
1514,2020-01-22,Altima,Nissan,23940,new,Black,0,Lease,LittleItaly
1515,2019-04-04,CRV,Honda,22627,new,Black,0,Lease,TimesSquare
1516,2021-06-11,Sonata,Hyundai,27336,used,Blue,72994,Lease,LittleItaly
1517,2022-04-18,Impala,Chevrolet,18680,new,Red,0,Loan,Downtown
1518,2020-05-20,Escape,Ford,32745,new,White,0,Cash,Brooklyn
1519,2022-05-08,Malibu,Chevrolet,20238,new,Silver,0,Loan,StatenIsland
1520,2021-02-22,Rogue,Nissan,16851,used,Black,67211,Lease,Astoria
1521,2019-12-08,Sportage,Kia,27272,new,White,0,Cash,TimesSquare
1522,2020-04-28,Altima,Nissan,16543,used,White,23030,Lease,Brooklyn
1523,2020-08-28,Equinox,Chevrolet,16126,used,Silver,12527,Lease,Queens
1524,2019-03-21,Optima,Kia,26682,used,Red,61562,Lease,Astoria
1525,2022-09-26,Forte,Kia,17532,used,Silver,27925,Lease,Tribeca
1526,2020-08-05,Civic,Honda,26951,new,Blue,0,Cash,UpperWest
1527,2019-06-17,Legacy,Subaru,22196,used,Blue,15008,Cash,StatenIsland
1528,2022-09-04,Accord,Honda,21855,used,Blue,65911,Cash,Chinatown
1529,2020-03-30,Sonata,Hyundai,23838,used,Black,26336,Loan,Downtown
1530,2020-05-28,Legacy,Subaru,20101,used,Red,22407,Cash,Manhattan
1531,2020-10-14,Escape,Ford,34238,new,Gray,0,Cash,Harlem
1532,2020-06-04,Jetta,Volkswagen,34262,new,Red,0,Loan,Midtown
1533,2023-05-04,Rogue,Nissan,33337,new,Black,0,Cash,StatenIsland
1534,2020-12-22,Impreza,Subaru,24551,used,Black,79292,Lease,Chelsea
1535,2022-11-01,Tucson,Hyundai,28729,used,Gray,54516,Cash,Brooklyn
1536,2020-04-25,Mazda3,Mazda,24556,used,White,56929,Loan,TimesSquare
1537,2020-06-16,Sonata,Hyundai,23439,new,Gray,0,Cash,Downtown
1538,2021-05-25,Passat,Volkswagen,23191,new,Black,0,Cash,Harlem
1539,2019-01-11,Impreza,Subaru,27101,used,Black,79290,Cash,Downtown
1540,2020-02-10,Focus,Ford,26766,used,Gray,34650,Loan,SoHo
1541,2019-09-29,Forte,Kia,30460,new,White,0,Lease,Brooklyn
1542,2023-07-11,Tiguan,Volkswagen,20700,new,White,0,Loan,LittleItaly
1543,2022-04-09,CRV,Honda,20309,new,Silver,0,Loan,Williamsburg
1544,2020-09-28,Camry,Toyota,21324,used,Silver,14238,Lease,Chelsea
1545,2020-09-09,Forte,Kia,27478,used,Black,43543,Loan,UpperWest
1546,2020-11-09,Optima,Kia,28723,new,Silver,0,Lease,Brooklyn
1547,2021-03-23,Passat,Volkswagen,22557,used,Red,59368,Lease,Financial
1548,2021-10-15,Fusion,Ford,20472,used,Blue,44376,Lease,Manhattan
1549,2020-12-08,RAV4,Toyota,27959,used,Red,34482,Loan,Flushing
1550,2023-12-20,Outback,Subaru,34254,new,Red,0,Cash,Bronx
1551,2023-12-09,Forte,Kia,27538,used,Gray,64580,Loan,Chinatown
1552,2022-10-02,Civic,Honda,22140,used,Blue,15473,Loan,TimesSquare
1553,2023-02-05,Tucson,Hyundai,17327,used,Blue,69892,Cash,Tribeca
1554,2020-05-19,Escape,Ford,23469,used,Blue,32866,Loan,Financial
1555,2021-01-13,Mazda3,Mazda,24911,new,Red,0,Loan,Tribeca
1556,2019-09-24,Escape,Ford,24644,new,White,0,Cash,Harlem
1557,2020-09-28,Sonata,Hyundai,31315,new,Silver,0,Lease,Tribeca
1558,2019-11-23,Camry,Toyota,24132,used,Black,61244,Lease,SoHo
1559,2021-09-15,Passat,Volkswagen,19792,new,Gray,0,Loan,Financial
1560,2019-04-16,Sonata,Hyundai,19953,used,Black,46180,Lease,Brooklyn
1561,2020-07-24,Sonata,Hyundai,27828,new,Gray,0,Lease,Williamsburg
1562,2023-06-13,Tiguan,Volkswagen,30712,new,Blue,0,Lease,Tribeca
1563,2023-04-27,Legacy,Subaru,26008,used,Silver,46386,Cash,UpperWest
1564,2021-09-20,Altima,Nissan,19679,new,Gray,0,Cash,Queens
1565,2023-09-26,Optima,Kia,29272,new,White,0,Lease,LittleItaly
1566,2019-10-28,Focus,Ford,27649,new,Silver,0,Cash,Bronx
1567,2019-04-25,Legacy,Subaru,24063,new,Blue,0,Lease,Manhattan
1568,2020-11-16,Equinox,Chevrolet,33172,new,Gray,0,Cash,UpperWest
1569,2022-11-21,Forte,Kia,32333,new,White,0,Cash,Flushing
1570,2022-05-17,Malibu,Chevrolet,33198,new,Red,0,Loan,Chelsea
1571,2020-05-22,Fusion,Ford,28394,used,Silver,48555,Loan,Flushing
1572,2019-10-15,RAV4,Toyota,29595,new,Gray,0,Cash,Midtown
1573,2023-07-17,CX-5,Mazda,23585,new,Silver,0,Loan,Tribeca
1574,2020-01-23,Accord,Honda,23058,new,Blue,0,Lease,Tribeca
1575,2023-03-15,Focus,Ford,28223,used,Black,58010,Cash,SoHo
1576,2021-07-11,Fusion,Ford,33568,new,White,0,Cash,Downtown
1577,2023-01-09,Accord,Honda,19231,used,Gray,64632,Cash,Manhattan
1578,2022-04-21,Focus,Ford,25816,used,Red,23623,Loan,Astoria
1579,2022-12-25,Civic,Honda,28095,new,Black,0,Loan,Queens
1580,2020-08-12,CX-5,Mazda,16464,used,Silver,39897,Lease,UpperEast
1581,2019-11-14,Sportage,Kia,26004,used,Black,14751,Loan,Astoria
1582,2020-03-20,Camry,Toyota,19468,used,Black,66266,Lease,Astoria
1583,2020-02-28,Sentra,Nissan,20531,used,Silver,12134,Cash,Harlem
1584,2023-08-20,CX-5,Mazda,28372,used,White,18525,Lease,Astoria
1585,2019-06-08,Sportage,Kia,26973,used,White,68379,Loan,Harlem
1586,2021-07-17,Mazda3,Mazda,16131,used,Gray,14049,Loan,Financial
1587,2021-12-30,Camry,Toyota,26056,used,Red,44152,Cash,Manhattan
1588,2021-05-27,Mazda3,Mazda,27595,new,Silver,0,Loan,Astoria
1589,2023-08-21,Altima,Nissan,21690,new,Gray,0,Loan,Midtown
1590,2021-07-19,Rogue,Nissan,32501,new,Black,0,Loan,Midtown
1591,2021-08-31,Escape,Ford,21483,new,Silver,0,Loan,UpperWest
1592,2019-06-12,Forte,Kia,18520,new,White,0,Cash,Financial
1593,2019-03-16,Sportage,Kia,20283,used,Gray,22175,Loan,Chelsea
1594,2019-07-30,CX-5,Mazda,27254,used,Silver,77647,Loan,UpperWest
1595,2020-02-09,Outback,Subaru,20011,new,White,0,Lease,Midtown
1596,2021-10-10,Equinox,Chevrolet,20739,used,Black,44653,Cash,Midtown
1597,2021-08-09,Forte,Kia,21797,used,White,38395,Loan,Downtown
1598,2023-02-20,Rogue,Nissan,20570,new,Gray,0,Loan,Chinatown
1599,2019-01-08,Tiguan,Volkswagen,24607,new,White,0,Lease,Harlem
1600,2021-10-05,Tucson,Hyundai,20539,new,Gray,0,Cash,Flushing
1601,2023-09-21,Fusion,Ford,20887,new,Silver,0,Loan,Flushing
1602,2022-03-05,Sonata,Hyundai,24140,used,Silver,27190,Lease,Williamsburg
1603,2022-03-25,Forte,Kia,18099,used,Red,47617,Cash,Williamsburg
1604,2023-01-03,CX-5,Mazda,24636,new,Red,0,Cash,SoHo
1605,2020-03-28,Sentra,Nissan,24338,used,Red,51696,Cash,Downtown
1606,2019-03-16,Impreza,Subaru,20590,new,Blue,0,Cash,Astoria
1607,2022-04-22,Elantra,Hyundai,23907,used,Silver,58739,Cash,Queens
1608,2019-12-18,Altima,Nissan,26415,used,Gray,62134,Lease,Queens
1609,2020-12-25,Focus,Ford,15668,used,Silver,78216,Loan,UpperEast
1610,2020-09-16,Altima,Nissan,16505,used,Red,77050,Lease,Brooklyn
1611,2022-04-13,Optima,Kia,29476,used,Red,69364,Loan,Downtown
1612,2023-10-12,Passat,Volkswagen,27191,used,Red,29987,Loan,Chelsea
1613,2021-09-18,Camry,Toyota,33823,new,White,0,Lease,Queens
1614,2023-12-02,Civic,Honda,25448,new,Black,0,Lease,SoHo
1615,2021-08-16,Escape,Ford,21420,used,White,39970,Loan,Bronx
1616,2021-09-25,Legacy,Subaru,32888,new,White,0,Lease,Midtown
1617,2019-12-17,Impreza,Subaru,33171,new,Blue,0,Loan,LittleItaly
1618,2021-10-29,Equinox,Chevrolet,24725,new,Gray,0,Loan,Harlem
1619,2021-05-31,Camry,Toyota,24643,new,Black,0,Cash,LittleItaly
1620,2020-01-08,Mazda6,Mazda,25687,new,Black,0,Cash,Williamsburg
1621,2023-04-02,CX-5,Mazda,25706,new,Blue,0,Lease,Tribeca
1622,2021-01-11,Jetta,Volkswagen,24761,new,Red,0,Cash,Astoria
1623,2020-10-25,RAV4,Toyota,24755,new,Silver,0,Lease,Financial
1624,2021-09-29,Sonata,Hyundai,22661,used,Black,36094,Cash,SoHo
1625,2021-09-16,Jetta,Volkswagen,22491,used,Red,22609,Loan,SoHo
1626,2020-04-18,Impreza,Subaru,21004,used,White,21371,Lease,Williamsburg
1627,2023-10-30,Outback,Subaru,32426,new,Red,0,Loan,Chinatown
1628,2023-01-26,CRV,Honda,18542,used,Silver,78955,Lease,Williamsburg
1629,2023-05-15,Sonata,Hyundai,21449,new,Black,0,Cash,Flushing
1630,2019-01-20,Equinox,Chevrolet,28741,new,Black,0,Lease,Astoria
1631,2019-10-20,Rogue,Nissan,22240,new,Black,0,Cash,TimesSquare
1632,2021-12-29,Altima,Nissan,29562,used,Gray,23020,Loan,StatenIsland
1633,2020-07-18,Fusion,Ford,22212,used,Blue,68380,Lease,Chinatown
1634,2020-12-28,Corolla,Toyota,24127,new,Red,0,Cash,SoHo
1635,2022-01-29,Corolla,Toyota,19221,new,Black,0,Loan,Chelsea
1636,2023-01-05,Passat,Volkswagen,21407,used,Blue,46086,Cash,Astoria
1637,2023-02-09,Focus,Ford,34253,new,Red,0,Cash,SoHo
1638,2021-08-29,Optima,Kia,33563,new,Red,0,Loan,Financial
1639,2021-05-26,Tiguan,Volkswagen,20695,used,Black,35294,Lease,Chelsea
1640,2020-09-04,Legacy,Subaru,23157,new,White,0,Cash,Flushing
1641,2020-07-03,Malibu,Chevrolet,34892,new,White,0,Cash,Chinatown
1642,2019-01-14,Corolla,Toyota,32678,new,Blue,0,Loan,Williamsburg
1643,2020-10-14,Sonata,Hyundai,27276,used,Silver,36328,Loan,Queens
1644,2020-06-10,Passat,Volkswagen,20528,new,Black,0,Loan,Financial
1645,2022-04-28,Legacy,Subaru,33810,new,White,0,Lease,Queens
1646,2019-11-11,Sportage,Kia,15987,used,Gray,66802,Lease,Chinatown
1647,2023-09-21,Corolla,Toyota,19001,new,Silver,0,Lease,UpperEast
1648,2020-12-22,Impreza,Subaru,26324,new,Silver,0,Cash,TimesSquare
1649,2022-05-06,Accord,Honda,15779,used,Silver,56846,Loan,TimesSquare
1650,2020-08-16,Impreza,Subaru,22887,used,Red,13453,Loan,Bronx
1651,2019-09-24,Mazda6,Mazda,34304,new,Blue,0,Lease,Chelsea
1652,2020-06-24,Accord,Honda,34888,new,White,0,Cash,Financial
1653,2021-10-12,Civic,Honda,19405,used,Red,32786,Lease,LittleItaly
1654,2021-05-19,Sportage,Kia,26991,used,White,73960,Lease,Queens
1655,2022-05-11,Impala,Chevrolet,27819,new,Black,0,Loan,Bronx
1656,2019-06-05,Fusion,Ford,24334,used,Gray,21081,Cash,Bronx
1657,2020-05-30,RAV4,Toyota,33081,new,Black,0,Lease,Harlem
1658,2022-12-04,Forte,Kia,27942,new,Black,0,Lease,Financial
1659,2021-06-06,Jetta,Volkswagen,21252,used,Silver,32908,Loan,Brooklyn
1660,2021-10-06,Optima,Kia,25643,used,Black,45973,Lease,Flushing
1661,2023-03-01,CX-5,Mazda,25823,used,Red,67297,Lease,UpperWest
1662,2022-04-09,Passat,Volkswagen,22756,used,Silver,62568,Cash,LittleItaly
1663,2023-08-13,Escape,Ford,23228,used,White,52520,Cash,Chinatown
1664,2021-04-13,Jetta,Volkswagen,17434,used,Black,37500,Loan,Queens
1665,2019-09-14,Sportage,Kia,18789,used,Silver,42362,Cash,SoHo
1666,2021-05-01,Civic,Honda,22045,used,Silver,47067,Loan,Astoria
1667,2021-07-28,Optima,Kia,26646,used,Silver,48413,Loan,Harlem
1668,2022-05-31,Mazda6,Mazda,15568,used,Silver,50180,Lease,Harlem
1669,2023-08-20,Sentra,Nissan,22405,used,Silver,76043,Loan,Chelsea
1670,2023-05-19,Rogue,Nissan,22629,new,Gray,0,Loan,Harlem
1671,2022-12-13,Civic,Honda,20244,new,Black,0,Cash,TimesSquare
1672,2019-05-15,Sportage,Kia,20881,used,Silver,72998,Loan,SoHo
1673,2023-08-15,Forte,Kia,27551,used,Silver,79143,Cash,LittleItaly
1674,2022-10-12,Fusion,Ford,17132,used,Black,48422,Cash,Bronx
1675,2022-05-16,Passat,Volkswagen,17181,used,Gray,27734,Cash,Astoria
1676,2020-03-05,Sentra,Nissan,21118,new,Gray,0,Cash,UpperWest
1677,2023-03-05,Sonata,Hyundai,23349,used,White,57379,Loan,Chinatown
1678,2020-04-04,Outback,Subaru,19108,used,Blue,27088,Lease,Chelsea
1679,2021-01-10,Tucson,Hyundai,23421,used,White,52962,Cash,Manhattan
1680,2023-06-15,Sentra,Nissan,24758,new,White,0,Cash,Midtown
1681,2021-07-26,Legacy,Subaru,20363,used,Blue,48253,Loan,UpperEast
1682,2020-03-11,Mazda3,Mazda,19734,new,Silver,0,Loan,Chinatown
1683,2022-03-23,Escape,Ford,21214,new,Blue,0,Lease,Midtown
1684,2019-06-23,Sonata,Hyundai,19441,new,White,0,Loan,SoHo
1685,2020-02-14,Forte,Kia,28480,new,White,0,Cash,Chinatown
1686,2023-05-17,Jetta,Volkswagen,29092,used,Gray,70528,Loan,Financial
1687,2019-04-01,Mazda3,Mazda,19036,used,Black,78994,Cash,SoHo
1688,2022-01-31,Sonata,Hyundai,28109,new,Blue,0,Lease,StatenIsland
1689,2019-05-30,Impala,Chevrolet,31011,new,Blue,0,Cash,Chelsea
1690,2019-12-08,Fusion,Ford,27949,new,Gray,0,Lease,Downtown
1691,2020-02-06,Outback,Subaru,25001,used,Silver,64150,Loan,Tribeca
1692,2021-12-11,CRV,Honda,27843,used,White,11330,Lease,Harlem
1693,2019-09-22,Mazda3,Mazda,16383,used,Blue,55112,Lease,Manhattan
1694,2020-04-21,Elantra,Hyundai,26310,new,Silver,0,Loan,LittleItaly
1695,2020-11-02,Civic,Honda,21467,used,White,76933,Lease,Brooklyn
1696,2023-06-24,Equinox,Chevrolet,15882,used,Black,66882,Lease,TimesSquare
1697,2019-08-23,Accord,Honda,26379,new,Black,0,Loan,Flushing
1698,2020-08-24,Optima,Kia,23825,new,Silver,0,Cash,LittleItaly
1699,2022-01-31,Altima,Nissan,29171,used,Gray,34991,Cash,LittleItaly
1700,2022-12-03,Equinox,Chevrolet,25203,used,Red,48076,Lease,Flushing
1701,2020-02-19,Tiguan,Volkswagen,16529,used,Blue,71030,Cash,Harlem
1702,2022-04-03,RAV4,Toyota,29308,used,Silver,66722,Lease,Financial
1703,2023-07-09,Legacy,Subaru,29781,new,Red,0,Lease,LittleItaly
1704,2019-01-30,Tiguan,Volkswagen,17731,used,White,65853,Loan,Chelsea
1705,2022-08-18,Sonata,Hyundai,33512,new,Gray,0,Cash,Manhattan
1706,2023-05-06,Sportage,Kia,24461,new,Red,0,Loan,Harlem
1707,2023-04-13,Outback,Subaru,22102,new,Black,0,Loan,Astoria
1708,2022-01-12,Outback,Subaru,31624,new,Gray,0,Lease,Harlem
1709,2022-05-14,Optima,Kia,22867,new,Red,0,Lease,Astoria
1710,2023-03-24,Escape,Ford,18419,used,Black,78823,Cash,Flushing
1711,2023-06-09,Accord,Honda,17282,used,Gray,52776,Lease,StatenIsland
1712,2020-05-16,Sonata,Hyundai,33889,new,Blue,0,Cash,UpperEast
1713,2020-03-14,Tiguan,Volkswagen,21996,new,Black,0,Loan,Bronx
1714,2023-08-01,Sentra,Nissan,18391,used,Red,11025,Cash,Downtown
1715,2022-02-22,CRV,Honda,25192,new,Gray,0,Cash,Harlem
1716,2020-10-12,Malibu,Chevrolet,22411,used,Blue,34042,Cash,Flushing
1717,2022-10-18,CX-5,Mazda,18788,used,Red,26182,Loan,Downtown
1718,2023-09-14,Mazda3,Mazda,29143,used,Blue,39600,Lease,UpperWest
1719,2020-10-31,Equinox,Chevrolet,16027,used,Red,72379,Cash,Williamsburg
1720,2023-09-21,Altima,Nissan,16917,used,Silver,69578,Loan,Flushing
1721,2022-09-20,Sonata,Hyundai,34604,new,Black,0,Loan,UpperEast
1722,2019-05-14,Rogue,Nissan,24327,new,Silver,0,Cash,Brooklyn
1723,2020-08-18,Forte,Kia,32718,new,Red,0,Cash,Financial
1724,2021-05-24,Civic,Honda,23911,used,Black,42189,Lease,UpperEast
1725,2023-01-03,RAV4,Toyota,21050,used,Silver,10501,Cash,Flushing
1726,2021-06-28,Impreza,Subaru,20164,used,Blue,39517,Loan,StatenIsland
1727,2023-01-23,Forte,Kia,26665,used,Gray,49857,Cash,TimesSquare
1728,2021-10-07,Escape,Ford,21679,new,Red,0,Loan,Chelsea
1729,2023-02-08,Altima,Nissan,24316,new,White,0,Cash,Chinatown
1730,2020-12-02,Equinox,Chevrolet,20572,used,Blue,65625,Lease,TimesSquare
1731,2023-11-27,Corolla,Toyota,33854,new,White,0,Loan,StatenIsland
1732,2019-10-26,Escape,Ford,17151,used,Blue,60530,Lease,Financial
1733,2023-06-01,Rogue,Nissan,17150,used,Blue,18851,Loan,Harlem
1734,2021-11-25,Mazda6,Mazda,28236,used,Silver,34539,Loan,StatenIsland
1735,2021-12-03,Tucson,Hyundai,28699,new,Silver,0,Loan,UpperWest
1736,2021-03-20,Mazda6,Mazda,27805,new,Black,0,Lease,Chinatown
1737,2019-02-11,Altima,Nissan,16967,used,White,60280,Cash,Brooklyn
1738,2022-11-07,Passat,Volkswagen,29226,used,Gray,67456,Loan,Midtown
1739,2021-01-13,Fusion,Ford,20913,used,White,68585,Loan,TimesSquare
1740,2023-01-08,Forte,Kia,17519,used,Silver,41302,Loan,UpperWest
1741,2023-01-18,Focus,Ford,21806,used,White,54324,Cash,TimesSquare
1742,2022-07-14,CRV,Honda,16366,used,Blue,19266,Cash,Harlem
1743,2021-10-28,Impala,Chevrolet,23233,new,Silver,0,Lease,Manhattan
1744,2020-04-04,Optima,Kia,23786,new,Black,0,Loan,Brooklyn
1745,2023-05-02,Forte,Kia,31947,new,Blue,0,Cash,Tribeca
1746,2020-04-16,Impreza,Subaru,15985,used,Red,20063,Cash,Bronx
1747,2023-12-30,Forte,Kia,29435,new,Red,0,Lease,Downtown
1748,2022-05-11,Accord,Honda,27279,used,Red,56979,Cash,Harlem
1749,2023-08-14,Equinox,Chevrolet,19078,new,Gray,0,Lease,TimesSquare
