id,saledate,vehicletype,manufacturer,price,saletype,customerage,color,mileage,financingtype
1544,2020-09-28,Camry,Toyota,21324,used,43,Silver,14238,Lease
1545,2020-09-09,Forte,Kia,27478,used,40,Black,43543,Loan
1546,2020-11-09,Optima,Kia,28723,new,41,Silver,0,Lease
1547,2021-03-23,Passat,Volkswagen,22557,used,32,Red,59368,Lease
1548,2021-10-15,Fusion,Ford,20472,used,26,Blue,44376,Lease
1549,2020-12-08,RAV4,Toyota,27959,used,43,Red,34482,Loan
1550,2023-12-20,Outback,Subaru,34254,new,28,Red,0,Cash
1551,2023-12-09,Forte,Kia,27538,used,57,Gray,64580,Loan
1552,2022-10-02,Civic,Honda,22140,used,25,Blue,15473,Loan
1553,2023-02-05,Tucson,Hyundai,17327,used,46,Blue,69892,Cash
1554,2020-05-19,Escape,Ford,23469,used,28,Blue,32866,Loan
1555,2021-01-13,Mazda3,Mazda,24911,new,58,Red,0,Loan
1556,2019-09-24,Escape,Ford,24644,new,62,White,0,Cash
1557,2020-09-28,Sonata,Hyundai,31315,new,46,Silver,0,Lease
1558,2019-11-23,Camry,Toyota,24132,used,23,Black,61244,Lease
1559,2021-09-15,Passat,Volkswagen,19792,new,63,Gray,0,Loan
1560,2019-04-16,Sonata,Hyundai,19953,used,63,Black,46180,Lease
1561,2020-07-24,Sonata,Hyundai,27828,new,58,Gray,0,Lease
1562,2023-06-13,Tiguan,Volkswagen,30712,new,50,Blue,0,Lease
1563,2023-04-27,Legacy,Subaru,26008,used,36,Silver,46386,Cash
1564,2021-09-20,Altima,Nissan,19679,new,28,Gray,0,Cash
1565,2023-09-26,Optima,Kia,29272,new,50,White,0,Lease
1566,2019-10-28,Focus,Ford,27649,new,53,Silver,0,Cash
1567,2019-04-25,Legacy,Subaru,24063,new,52,Blue,0,Lease
1568,2020-11-16,Equinox,Chevrolet,33172,new,42,Gray,0,Cash
1569,2022-11-21,Forte,Kia,32333,new,64,White,0,Cash
1570,2022-05-17,Malibu,Chevrolet,33198,new,31,Red,0,Loan
1571,2020-05-22,Fusion,Ford,28394,used,45,Silver,48555,Loan
1572,2019-10-15,RAV4,Toyota,29595,new,31,Gray,0,Cash
1573,2023-07-17,CX-5,Mazda,23585,new,30,Silver,0,Loan
1574,2020-01-23,Accord,Honda,23058,new,37,Blue,0,Lease
1575,2023-03-15,Focus,Ford,28223,used,64,Black,58010,Cash
1576,2021-07-11,Fusion,Ford,33568,new,37,White,0,Cash
1577,2023-01-09,Accord,Honda,19231,used,57,Gray,64632,Cash
1578,2022-04-21,Focus,Ford,25816,used,44,Red,23623,Loan
1579,2022-12-25,Civic,Honda,28095,new,47,Black,0,Loan
1580,2020-08-12,CX-5,Mazda,16464,used,38,Silver,39897,Lease
1581,2019-11-14,Sportage,Kia,26004,used,33,Black,14751,Loan
1582,2020-03-20,Camry,Toyota,19468,used,30,Black,66266,Lease
1583,2020-02-28,Sentra,Nissan,20531,used,51,Silver,12134,Cash
1584,2023-08-20,CX-5,Mazda,28372,used,47,White,18525,Lease
1585,2019-06-08,Sportage,Kia,26973,used,32,White,68379,Loan
1586,2021-07-17,Mazda3,Mazda,16131,used,60,Gray,14049,Loan
1587,2021-12-30,Camry,Toyota,26056,used,34,Red,44152,Cash
1588,2021-05-27,Mazda3,Mazda,27595,new,23,Silver,0,Loan
1589,2023-08-21,Altima,Nissan,21690,new,30,Gray,0,Loan
1590,2021-07-19,Rogue,Nissan,32501,new,36,Black,0,Loan
1591,2021-08-31,Escape,Ford,21483,new,46,Silver,0,Loan
1592,2019-06-12,Forte,Kia,18520,new,32,White,0,Cash
1593,2019-03-16,Sportage,Kia,20283,used,47,Gray,22175,Loan
1594,2019-07-30,CX-5,Mazda,27254,used,35,Silver,77647,Loan
1595,2020-02-09,Outback,Subaru,20011,new,26,White,0,Lease
1596,2021-10-10,Equinox,Chevrolet,20739,used,30,Black,44653,Cash
1597,2021-08-09,Forte,Kia,21797,used,45,White,38395,Loan
1598,2023-02-20,Rogue,Nissan,20570,new,32,Gray,0,Loan
1599,2019-01-08,Tiguan,Volkswagen,24607,new,45,White,0,Lease
1600,2021-10-05,Tucson,Hyundai,20539,new,38,Gray,0,Cash
1601,2023-09-21,Fusion,Ford,20887,new,32,Silver,0,Loan
1602,2022-03-05,Sonata,Hyundai,24140,used,64,Silver,27190,Lease
1603,2022-03-25,Forte,Kia,18099,used,40,Red,47617,Cash
1604,2023-01-03,CX-5,Mazda,24636,new,54,Red,0,Cash
1605,2020-03-28,Sentra,Nissan,24338,used,54,Red,51696,Cash
1606,2019-03-16,Impreza,Subaru,20590,new,40,Blue,0,Cash
1607,2022-04-22,Elantra,Hyundai,23907,used,41,Silver,58739,Cash
1608,2019-12-18,Altima,Nissan,26415,used,25,Gray,62134,Lease
1609,2020-12-25,Focus,Ford,15668,used,40,Silver,78216,Loan
1610,2020-09-16,Altima,Nissan,16505,used,55,Red,77050,Lease
1611,2022-04-13,Optima,Kia,29476,used,60,Red,69364,Loan
1612,2023-10-12,Passat,Volkswagen,27191,used,56,Red,29987,Loan
1613,2021-09-18,Camry,Toyota,33823,new,33,White,0,Lease
1614,2023-12-02,Civic,Honda,25448,new,27,Black,0,Lease
1615,2021-08-16,Escape,Ford,21420,used,34,White,39970,Loan
1616,2021-09-25,Legacy,Subaru,32888,new,27,White,0,Lease
1617,2019-12-17,Impreza,Subaru,33171,new,51,Blue,0,Loan
1618,2021-10-29,Equinox,Chevrolet,24725,new,31,Gray,0,Loan
1619,2021-05-31,Camry,Toyota,24643,new,52,Black,0,Cash
1620,2020-01-08,Mazda6,Mazda,25687,new,30,Black,0,Cash
1621,2023-04-02,CX-5,Mazda,25706,new,31,Blue,0,Lease
1622,2021-01-11,Jetta,Volkswagen,24761,new,53,Red,0,Cash
1623,2020-10-25,RAV4,Toyota,24755,new,35,Silver,0,Lease
1624,2021-09-29,Sonata,Hyundai,22661,used,28,Black,36094,Cash
1625,2021-09-16,Jetta,Volkswagen,22491,used,35,Red,22609,Loan
1626,2020-04-18,Impreza,Subaru,21004,used,26,White,21371,Lease
1627,2023-10-30,Outback,Subaru,32426,new,49,Red,0,Loan
1628,2023-01-26,CRV,Honda,18542,used,58,Silver,78955,Lease
1629,2023-05-15,Sonata,Hyundai,21449,new,59,Black,0,Cash
1630,2019-01-20,Equinox,Chevrolet,28741,new,40,Black,0,Lease
1631,2019-10-20,Rogue,Nissan,22240,new,35,Black,0,Cash
1632,2021-12-29,Altima,Nissan,29562,used,42,Gray,23020,Loan
1633,2020-07-18,Fusion,Ford,22212,used,64,Blue,68380,Lease
1634,2020-12-28,Corolla,Toyota,24127,new,42,Red,0,Cash
1635,2022-01-29,Corolla,Toyota,19221,new,30,Black,0,Loan
1636,2023-01-05,Passat,Volkswagen,21407,used,59,Blue,46086,Cash
1637,2023-02-09,Focus,Ford,34253,new,54,Red,0,Cash
1638,2021-08-29,Optima,Kia,33563,new,58,Red,0,Loan
1639,2021-05-26,Tiguan,Volkswagen,20695,used,53,Black,35294,Lease
1640,2020-09-04,Legacy,Subaru,23157,new,44,White,0,Cash
1641,2020-07-03,Malibu,Chevrolet,34892,new,25,White,0,Cash
1642,2019-01-14,Corolla,Toyota,32678,new,35,Blue,0,Loan
1643,2020-10-14,Sonata,Hyundai,27276,used,40,Silver,36328,Loan
1644,2020-06-10,Passat,Volkswagen,20528,new,65,Black,0,Loan
1645,2022-04-28,Legacy,Subaru,33810,new,23,White,0,Lease
1646,2019-11-11,Sportage,Kia,15987,used,43,Gray,66802,Lease
1647,2023-09-21,Corolla,Toyota,19001,new,38,Silver,0,Lease
1648,2020-12-22,Impreza,Subaru,26324,new,64,Silver,0,Cash
1649,2022-05-06,Accord,Honda,15779,used,52,Silver,56846,Loan
1650,2020-08-16,Impreza,Subaru,22887,used,51,Red,13453,Loan
1651,2019-09-24,Mazda6,Mazda,34304,new,51,Blue,0,Lease
1652,2020-06-24,Accord,Honda,34888,new,24,White,0,Cash
1653,2021-10-12,Civic,Honda,19405,used,61,Red,32786,Lease
1654,2021-05-19,Sportage,Kia,26991,used,37,White,73960,Lease
1655,2022-05-11,Impala,Chevrolet,27819,new,44,Black,0,Loan
1656,2019-06-05,Fusion,Ford,24334,used,33,Gray,21081,Cash
1657,2020-05-30,RAV4,Toyota,33081,new,26,Black,0,Lease
1658,2022-12-04,Forte,Kia,27942,new,58,Black,0,Lease
1659,2021-06-06,Jetta,Volkswagen,21252,used,49,Silver,32908,Loan
1660,2021-10-06,Optima,Kia,25643,used,59,Black,45973,Lease
1661,2023-03-01,CX-5,Mazda,25823,used,55,Red,67297,Lease
1662,2022-04-09,Passat,Volkswagen,22756,used,34,Silver,62568,Cash
1663,2023-08-13,Escape,Ford,23228,used,35,White,52520,Cash
1664,2021-04-13,Jetta,Volkswagen,17434,used,64,Black,37500,Loan
1665,2019-09-14,Sportage,Kia,18789,used,56,Silver,42362,Cash
1666,2021-05-01,Civic,Honda,22045,used,28,Silver,47067,Loan
1667,2021-07-28,Optima,Kia,26646,used,34,Silver,48413,Loan
1668,2022-05-31,Mazda6,Mazda,15568,used,63,Silver,50180,Lease
1669,2023-08-20,Sentra,Nissan,22405,used,61,Silver,76043,Loan
1670,2023-05-19,Rogue,Nissan,22629,new,27,Gray,0,Loan
1671,2022-12-13,Civic,Honda,20244,new,53,Black,0,Cash
1672,2019-05-15,Sportage,Kia,20881,used,36,Silver,72998,Loan
1673,2023-08-15,Forte,Kia,27551,used,45,Silver,79143,Cash
1674,2022-10-12,Fusion,Ford,17132,used,31,Black,48422,Cash
1675,2022-05-16,Passat,Volkswagen,17181,used,23,Gray,27734,Cash
1676,2020-03-05,Sentra,Nissan,21118,new,43,Gray,0,Cash
1677,2023-03-05,Sonata,Hyundai,23349,used,34,White,57379,Loan
1678,2020-04-04,Outback,Subaru,19108,used,46,Blue,27088,Lease
1679,2021-01-10,Tucson,Hyundai,23421,used,27,White,52962,Cash
1680,2023-06-15,Sentra,Nissan,24758,new,58,White,0,Cash
1681,2021-07-26,Legacy,Subaru,20363,used,53,Blue,48253,Loan
1682,2020-03-11,Mazda3,Mazda,19734,new,33,Silver,0,Loan
1683,2022-03-23,Escape,Ford,21214,new,49,Blue,0,Lease
1684,2019-06-23,Sonata,Hyundai,19441,new,22,White,0,Loan
1685,2020-02-14,Forte,Kia,28480,new,58,White,0,Cash
1686,2023-05-17,Jetta,Volkswagen,29092,used,45,Gray,70528,Loan
1687,2019-04-01,Mazda3,Mazda,19036,used,59,Black,78994,Cash
1688,2022-01-31,Sonata,Hyundai,28109,new,49,Blue,0,Lease
1689,2019-05-30,Impala,Chevrolet,31011,new,42,Blue,0,Cash
1690,2019-12-08,Fusion,Ford,27949,new,48,Gray,0,Lease
1691,2020-02-06,Outback,Subaru,25001,used,33,Silver,64150,Loan
1692,2021-12-11,CRV,Honda,27843,used,65,White,11330,Lease
1693,2019-09-22,Mazda3,Mazda,16383,used,46,Blue,55112,Lease
1694,2020-04-21,Elantra,Hyundai,26310,new,49,Silver,0,Loan
1695,2020-11-02,Civic,Honda,21467,used,29,White,76933,Lease
1696,2023-06-24,Equinox,Chevrolet,15882,used,27,Black,66882,Lease
1697,2019-08-23,Accord,Honda,26379,new,52,Black,0,Loan
1698,2020-08-24,Optima,Kia,23825,new,32,Silver,0,Cash
1699,2022-01-31,Altima,Nissan,29171,used,28,Gray,34991,Cash
1700,2022-12-03,Equinox,Chevrolet,25203,used,27,Red,48076,Lease
1701,2020-02-19,Tiguan,Volkswagen,16529,used,63,Blue,71030,Cash
1702,2022-04-03,RAV4,Toyota,29308,used,24,Silver,66722,Lease
1703,2023-07-09,Legacy,Subaru,29781,new,49,Red,0,Lease
1704,2019-01-30,Tiguan,Volkswagen,17731,used,56,White,65853,Loan
1705,2022-08-18,Sonata,Hyundai,33512,new,64,Gray,0,Cash
1706,2023-05-06,Sportage,Kia,24461,new,60,Red,0,Loan
1707,2023-04-13,Outback,Subaru,22102,new,65,Black,0,Loan
1708,2022-01-12,Outback,Subaru,31624,new,37,Gray,0,Lease
1709,2022-05-14,Optima,Kia,22867,new,40,Red,0,Lease
1710,2023-03-24,Escape,Ford,18419,used,57,Black,78823,Cash
1711,2023-06-09,Accord,Honda,17282,used,63,Gray,52776,Lease
1712,2020-05-16,Sonata,Hyundai,33889,new,63,Blue,0,Cash
1713,2020-03-14,Tiguan,Volkswagen,21996,new,33,Black,0,Loan
1714,2023-08-01,Sentra,Nissan,18391,used,22,Red,11025,Cash
1715,2022-02-22,CRV,Honda,25192,new,23,Gray,0,Cash
1716,2020-10-12,Malibu,Chevrolet,22411,used,39,Blue,34042,Cash
1717,2022-10-18,CX-5,Mazda,18788,used,49,Red,26182,Loan
1718,2023-09-14,Mazda3,Mazda,29143,used,61,Blue,39600,Lease
1719,2020-10-31,Equinox,Chevrolet,16027,used,57,Red,72379,Cash
1720,2023-09-21,Altima,Nissan,16917,used,26,Silver,69578,Loan
1721,2022-09-20,Sonata,Hyundai,34604,new,37,Black,0,Loan
1722,2019-05-14,Rogue,Nissan,24327,new,32,Silver,0,Cash
1723,2020-08-18,Forte,Kia,32718,new,46,Red,0,Cash
1724,2021-05-24,Civic,Honda,23911,used,45,Black,42189,Lease
1725,2023-01-03,RAV4,Toyota,21050,used,57,Silver,10501,Cash
1726,2021-06-28,Impreza,Subaru,20164,used,25,Blue,39517,Loan
1727,2023-01-23,Forte,Kia,26665,used,42,Gray,49857,Cash
1728,2021-10-07,Escape,Ford,21679,new,65,Red,0,Loan
1729,2023-02-08,Altima,Nissan,24316,new,38,White,0,Cash
1730,2020-12-02,Equinox,Chevrolet,20572,used,49,Blue,65625,Lease
1731,2023-11-27,Corolla,Toyota,33854,new,29,White,0,Loan
1732,2019-10-26,Escape,Ford,17151,used,58,Blue,60530,Lease
1733,2023-06-01,Rogue,Nissan,17150,used,22,Blue,18851,Loan
1734,2021-11-25,Mazda6,Mazda,28236,used,53,Silver,34539,Loan
1735,2021-12-03,Tucson,Hyundai,28699,new,43,Silver,0,Loan
1736,2021-03-20,Mazda6,Mazda,27805,new,61,Black,0,Lease
1737,2019-02-11,Altima,Nissan,16967,used,49,White,60280,Cash
1738,2022-11-07,Passat,Volkswagen,29226,used,31,Gray,67456,Loan
1739,2021-01-13,Fusion,Ford,20913,used,34,White,68585,Loan
1740,2023-01-08,Forte,Kia,17519,used,34,Silver,41302,Loan
1741,2023-01-18,Focus,Ford,21806,used,59,White,54324,Cash
1742,2022-07-14,CRV,Honda,16366,used,57,Blue,19266,Cash
1743,2021-10-28,Impala,Chevrolet,23233,new,24,Silver,0,Lease
1744,2020-04-04,Optima,Kia,23786,new,55,Black,0,Loan
1745,2023-05-02,Forte,Kia,31947,new,25,Blue,0,Cash
1746,2020-04-16,Impreza,Subaru,15985,used,42,Red,20063,Cash
1747,2023-12-30,Forte,Kia,29435,new,33,Red,0,Lease
1748,2022-05-11,Accord,Honda,27279,used,27,Red,56979,Cash
1749,2023-08-14,Equinox,Chevrolet,19078,new,49,Gray,0,Lease
1750,2022-06-15,Legacy,Subaru,23805,new,65,Red,0,Cash
1751,2021-01-28,Forte,Kia,25162,new,34,Red,0,Lease
1752,2021-10-19,Escape,Ford,23002,used,57,Black,51872,Cash
1753,2020-06-24,Mazda3,Mazda,25450,used,24,Red,48308,Cash
1754,2023-12-02,Altima,Nissan,16962,used,38,Red,10361,Cash
1755,2019-04-13,Fusion,Ford,23106,used,53,Blue,25261,Loan
1756,2023-03-26,Focus,Ford,31156,new,59,Black,0,Loan
1757,2023-03-29,Corolla,Toyota,21430,new,46,Red,0,Cash
1758,2019-03-25,Impreza,Subaru,21088,new,65,Blue,0,Lease
1759,2023-07-16,Optima,Kia,18408,new,45,Gray,0,Loan
1760,2019-07-30,Optima,Kia,27969,new,33,Gray,0,Loan
1761,2020-02-06,Legacy,Subaru,23073,used,31,Blue,28812,Cash
1762,2022-04-21,Mazda6,Mazda,18610,used,39,Silver,37494,Loan
1763,2020-04-14,Sportage,Kia,21105,used,56,Red,22300,Loan
1764,2022-09-15,CX-5,Mazda,24684,used,49,White,11881,Loan
1765,2023-03-11,CRV,Honda,15662,used,64,Black,34547,Cash
1766,2020-09-19,Civic,Honda,23361,used,32,Silver,45826,Cash
1767,2020-05-25,Corolla,Toyota,18477,used,51,Blue,43829,Loan
1768,2021-12-28,CX-5,Mazda,24431,used,30,Gray,65516,Cash
1769,2020-06-04,Civic,Honda,20224,new,29,White,0,Loan
1770,2022-08-05,Escape,Ford,18772,used,52,Blue,33154,Lease
1771,2019-06-12,Rogue,Nissan,17423,used,32,Black,43769,Lease
1772,2019-10-03,CX-5,Mazda,25463,new,41,Silver,0,Loan
1773,2020-06-28,Tucson,Hyundai,19429,new,59,Black,0,Loan
1774,2019-11-04,Altima,Nissan,28410,used,25,Silver,52071,Loan
1775,2019-04-25,CRV,Honda,18938,new,61,Silver,0,Cash
1776,2021-11-05,Rogue,Nissan,16380,used,58,Gray,18491,Cash
1777,2021-08-28,Corolla,Toyota,22836,used,35,Red,60916,Cash
1778,2020-02-26,RAV4,Toyota,34383,new,27,Black,0,Loan
1779,2021-09-08,Malibu,Chevrolet,24276,new,46,Black,0,Lease
1780,2019-02-23,Impala,Chevrolet,18088,new,41,Black,0,Loan
1781,2019-03-31,Camry,Toyota,27567,new,27,Blue,0,Lease
1782,2020-08-25,Equinox,Chevrolet,22151,new,62,Black,0,Loan
1783,2021-08-16,Accord,Honda,30211,new,58,Black,0,Loan
1784,2019-11-20,CX-5,Mazda,15905,used,43,Black,39817,Loan
1785,2021-07-05,Mazda3,Mazda,19040,used,45,Silver,66933,Lease
1786,2020-08-28,RAV4,Toyota,34858,new,53,Black,0,Loan
1787,2022-04-30,Passat,Volkswagen,26775,used,43,Silver,39477,Cash
1788,2021-08-29,Corolla,Toyota,20375,new,65,Red,0,Cash
1789,2023-10-09,Civic,Honda,18281,new,40,Red,0,Loan
1790,2020-01-12,Fusion,Ford,19998,used,37,White,55335,Cash
1791,2020-12-01,CRV,Honda,22343,used,24,Black,55245,Lease
1792,2022-03-06,Camry,Toyota,20234,used,40,Silver,62789,Loan
1793,2022-11-04,Passat,Volkswagen,28267,new,64,Silver,0,Lease
1794,2023-11-15,CRV,Honda,33999,new,48,Silver,0,Cash
1795,2022-12-10,Mazda6,Mazda,29317,used,54,Silver,37877,Cash
1796,2023-05-13,Camry,Toyota,20779,new,34,Gray,0,Lease
1797,2020-07-27,Elantra,Hyundai,24018,used,59,White,55639,Lease
1798,2022-09-29,Optima,Kia,15518,used,47,Blue,26823,Cash
1799,2021-01-23,Sportage,Kia,31779,new,37,Red,0,Cash
1800,2021-03-12,RAV4,Toyota,22793,new,26,Blue,0,Lease
1801,2019-07-18,Impreza,Subaru,22232,new,60,Red,0,Lease
1802,2019-06-09,Corolla,Toyota,26329,new,29,Blue,0,Lease
1803,2019-01-26,Camry,Toyota,25657,new,61,Silver,0,Loan
1804,2020-09-28,Tucson,Hyundai,31779,new,56,Blue,0,Cash
1805,2021-08-22,Altima,Nissan,29973,used,43,Blue,55875,Lease
1806,2022-12-19,Focus,Ford,23771,used,34,Gray,46802,Cash
1807,2019-01-25,Escape,Ford,18981,new,22,Red,0,Cash
1808,2019-05-15,Impala,Chevrolet,28397,used,33,Silver,25598,Lease
1809,2019-11-21,Elantra,Hyundai,28495,new,59,Black,0,Cash
1810,2023-02-13,Tucson,Hyundai,15431,used,60,Gray,20656,Cash
1811,2021-09-22,Jetta,Volkswagen,30177,new,34,Gray,0,Loan
1812,2022-03-06,RAV4,Toyota,21449,used,62,Black,14200,Loan
1813,2021-09-24,Sentra,Nissan,21249,new,48,Blue,0,Cash
1814,2019-02-10,Corolla,Toyota,20149,used,63,Red,20941,Lease
1815,2021-11-12,Fusion,Ford,29131,used,36,Gray,13896,Cash
1816,2019-11-06,Camry,Toyota,18432,new,41,Gray,0,Lease
1817,2023-02-17,Camry,Toyota,19198,used,28,Gray,55439,Lease
1818,2023-05-03,Mazda6,Mazda,28155,used,58,Red,11236,Cash
1819,2019-08-09,Sentra,Nissan,30954,new,44,Black,0,Cash
1820,2019-06-16,Legacy,Subaru,15938,used,32,Red,76314,Cash
1821,2023-09-07,Mazda3,Mazda,16849,used,24,Red,45648,Loan
1822,2022-08-30,Mazda6,Mazda,33503,new,24,White,0,Cash
1823,2019-02-06,Accord,Honda,25076,used,57,Blue,12101,Loan
1824,2020-05-19,Impala,Chevrolet,21879,used,55,Blue,42606,Lease
1825,2022-11-28,Malibu,Chevrolet,23925,used,37,Black,33706,Loan
1826,2019-11-13,Rogue,Nissan,28139,new,23,Gray,0,Loan
1827,2022-07-01,Escape,Ford,24913,new,40,Gray,0,Loan
1828,2019-12-30,Focus,Ford,34277,new,32,Silver,0,Loan
1829,2020-03-29,RAV4,Toyota,32581,new,35,Black,0,Loan
1830,2023-08-18,Impala,Chevrolet,27066,new,43,Gray,0,Loan
1831,2022-08-03,Mazda3,Mazda,30420,new,58,Gray,0,Loan
1832,2019-09-03,Altima,Nissan,21688,used,55,Red,61279,Cash
1833,2023-04-12,Outback,Subaru,20926,used,56,White,60596,Lease
1834,2019-02-04,Equinox,Chevrolet,25725,used,48,Silver,71447,Cash
1835,2023-02-13,Elantra,Hyundai,23666,new,24,Gray,0,Lease
1836,2023-04-06,RAV4,Toyota,23980,new,63,Black,0,Cash
1837,2022-07-06,Civic,Honda,24673,new,36,Black,0,Loan
1838,2019-11-08,Civic,Honda,19480,new,54,Black,0,Cash
1839,2020-06-03,Equinox,Chevrolet,31718,new,51,Black,0,Loan
1840,2022-03-08,Altima,Nissan,21411,used,36,Silver,74578,Cash
1841,2023-07-01,Legacy,Subaru,31918,new,26,Black,0,Cash
1842,2023-03-04,Sonata,Hyundai,29015,used,35,Black,75337,Cash
1843,2023-05-29,Optima,Kia,27066,new,30,White,0,Lease
1844,2022-02-26,Sonata,Hyundai,25681,used,65,Black,31463,Cash
1845,2021-06-08,Passat,Volkswagen,24083,used,42,Silver,59896,Lease
1846,2022-08-22,CRV,Honda,23001,used,29,Red,25637,Lease
1847,2021-01-08,Sentra,Nissan,18220,new,48,White,0,Loan
1848,2022-05-19,Impala,Chevrolet,24859,used,64,White,62939,Loan
1849,2020-08-15,Mazda3,Mazda,20311,new,24,Black,0,Lease
1850,2020-09-06,Camry,Toyota,29807,used,51,Blue,26649,Loan
1851,2020-04-07,Civic,Honda,33946,new,27,Silver,0,Lease
1852,2021-04-02,Sportage,Kia,16819,used,24,Silver,13745,Cash
1853,2023-08-27,Legacy,Subaru,18678,new,59,Blue,0,Lease
1854,2019-07-27,Escape,Ford,21535,new,42,Red,0,Cash
1855,2019-06-20,Impreza,Subaru,29144,new,34,White,0,Lease
1856,2022-08-10,Outback,Subaru,24112,used,37,Gray,62082,Loan
1857,2022-01-19,Corolla,Toyota,26067,new,57,Red,0,Lease
1858,2022-05-12,Outback,Subaru,30616,new,64,Black,0,Lease
1859,2021-07-14,Impreza,Subaru,19069,new,46,Red,0,Lease
1860,2019-03-21,Forte,Kia,29326,used,36,Black,69017,Loan
1861,2019-07-31,Sonata,Hyundai,34725,new,28,White,0,Loan
1862,2019-12-15,Tiguan,Volkswagen,16369,used,29,Silver,78784,Lease
1863,2021-01-16,Rogue,Nissan,15767,used,38,Gray,26671,Lease
1864,2020-11-30,Passat,Volkswagen,28873,new,23,White,0,Loan
1865,2020-06-06,Impala,Chevrolet,34583,new,27,Silver,0,Cash
1866,2023-11-02,Focus,Ford,28984,used,48,Blue,44940,Cash
1867,2021-11-14,Fusion,Ford,24733,used,43,Gray,62061,Lease
1868,2019-02-15,Elantra,Hyundai,34820,new,42,Blue,0,Cash
1869,2021-08-07,Corolla,Toyota,26503,used,43,Gray,69963,Lease
1870,2021-10-01,Mazda6,Mazda,27249,used,36,Gray,29093,Lease
1871,2021-05-19,Focus,Ford,21475,new,37,Silver,0,Cash
1872,2020-02-19,Legacy,Subaru,15572,used,32,White,17187,Lease
1873,2023-01-10,Tiguan,Volkswagen,18834,used,48,Silver,10903,Cash
1874,2023-12-29,Sportage,Kia,18673,new,29,Silver,0,Lease
1875,2022-02-06,Outback,Subaru,18259,new,40,Silver,0,Cash
1876,2023-11-29,Forte,Kia,28856,used,56,Black,13637,Cash
1877,2020-01-11,Tucson,Hyundai,20028,new,38,Blue,0,Cash
1878,2022-09-14,Sonata,Hyundai,16438,used,50,Red,70021,Lease
1879,2021-12-01,Impreza,Subaru,15395,used,54,Silver,48452,Lease
1880,2023-03-13,Impreza,Subaru,23897,used,60,White,29637,Cash
1881,2019-10-26,Legacy,Subaru,21453,new,37,White,0,Cash
1882,2022-06-07,Outback,Subaru,31075,new,31,White,0,Loan
1883,2022-12-16,Fusion,Ford,25369,used,44,Silver,43517,Cash
1884,2023-03-21,Impala,Chevrolet,22828,new,37,Blue,0,Loan
1885,2023-08-25,Passat,Volkswagen,23289,used,54,Red,64892,Cash
1886,2022-02-16,Sentra,Nissan,29381,used,45,Blue,39631,Lease
1887,2021-05-31,Malibu,Chevrolet,23649,new,27,Silver,0,Lease
1888,2023-11-15,Focus,Ford,26033,used,47,Silver,51546,Loan
1889,2021-04-03,Jetta,Volkswagen,31734,new,43,Blue,0,Loan
1890,2021-01-23,Altima,Nissan,32506,new,29,White,0,Lease
1891,2022-01-21,Mazda6,Mazda,21681,new,39,White,0,Lease
1892,2019-02-02,Sportage,Kia,27128,new,27,Gray,0,Loan
1893,2019-11-14,CX-5,Mazda,25240,used,62,Silver,53117,Lease
1894,2019-12-14,Impala,Chevrolet,24244,new,48,White,0,Loan
1895,2022-03-07,Outback,Subaru,28840,used,65,Blue,66637,Cash
1896,2020-04-09,Equinox,Chevrolet,23399,new,48,Blue,0,Cash
1897,2020-09-11,CRV,Honda,25879,used,38,White,34197,Lease
1898,2022-10-22,Mazda3,Mazda,31920,new,57,Silver,0,Lease
1899,2022-08-06,Equinox,Chevrolet,15450,used,62,Red,19489,Lease
1900,2022-04-17,Outback,Subaru,21311,used,38,Gray,41730,Loan
1901,2023-02-12,Mazda3,Mazda,29422,new,26,Blue,0,Lease
1902,2022-01-29,Accord,Honda,17072,used,34,Blue,78366,Cash
1903,2020-09-30,Jetta,Volkswagen,29258,new,65,Blue,0,Lease
1904,2020-02-03,Tucson,Hyundai,26178,new,63,White,0,Lease
1905,2021-12-23,Mazda3,Mazda,32746,new,42,Gray,0,Cash
1906,2023-04-05,RAV4,Toyota,23432,new,44,Black,0,Lease
1907,2022-07-05,Camry,Toyota,28162,used,31,White,29933,Lease
1908,2020-12-01,Accord,Honda,22515,used,55,Silver,37189,Cash
1909,2022-05-30,Sentra,Nissan,27308,used,55,Gray,74921,Loan
1910,2023-03-09,Optima,Kia,15614,used,31,Black,48729,Loan
1911,2020-10-20,Equinox,Chevrolet,34059,new,43,White,0,Lease
1912,2020-08-23,Escape,Ford,29921,used,61,Red,49951,Lease
1913,2020-02-07,Civic,Honda,18926,used,26,Black,56556,Cash
1914,2019-09-16,Mazda3,Mazda,26366,used,60,White,70139,Lease
1915,2023-03-11,Civic,Honda,15107,used,31,Blue,16356,Lease
1916,2021-02-15,Elantra,Hyundai,28926,used,48,White,45253,Loan
1917,2019-08-21,Passat,Volkswagen,18307,new,53,Red,0,Loan
1918,2023-11-17,RAV4,Toyota,31791,new,54,Black,0,Loan
1919,2022-06-16,Mazda3,Mazda,28174,new,23,Black,0,Cash
1920,2023-07-07,CRV,Honda,27665,used,64,Red,38510,Lease
1921,2019-03-26,RAV4,Toyota,28227,new,52,Blue,0,Lease
1922,2021-06-06,Malibu,Chevrolet,18429,used,53,Gray,43134,Lease
1923,2021-05-09,Sportage,Kia,18836,used,64,Gray,41194,Lease
1924,2019-07-08,Civic,Honda,18991,used,40,Red,60005,Lease
